id,host_identity_verified,neighbourhood_group,cancellation_policy,room_type,construction_year,price_us_dol,service_fee,minimum_nights,number_of_reviews,review_rate_number
13718596,unconfirmed,manhattan,strict,entire home/apt,2012,1181,236,7,9,3
23085604,unconfirmed,brooklyn,strict,entire home/apt,2007,1002,200,3,0,5
27654229,unconfirmed,brooklyn,strict,private room,2021,1087,217,7,0,5
41265663,verified,manhattan,moderate,entire home/apt,2017,903,181,6,2,3
4715001,unconfirmed,manhattan,moderate,entire home/apt,2007,493,99,3,130,5
40076009,unconfirmed,manhattan,flexible,entire home/apt,2013,565,113,3,155,1
4456525,verified,manhattan,flexible,entire home/apt,2022,383,77,2,63,3
56006550,unconfirmed,queens,strict,private room,2007,1097,219,1,63,3
6070898,unconfirmed,brooklyn,moderate,entire home/apt,2004,557,111,7,1,4
36549573,unconfirmed,manhattan,strict,entire home/apt,2011,579,116,30,17,3
42847450,verified,manhattan,flexible,entire home/apt,2008,654,131,2,32,3
39047626,unconfirmed,manhattan,moderate,entire home/apt,2016,545,109,4,33,2
27247184,verified,brooklyn,flexible,entire home/apt,2008,695,139,1,0,3
19416123,verified,brooklyn,moderate,entire home/apt,2013,974,195,5,2,5
8988146,unconfirmed,brooklyn,strict,private room,2017,126,25,2,3,4
44816952,verified,manhattan,moderate,entire home/apt,2009,770,154,2,2,2
11509396,unconfirmed,brooklyn,strict,entire home/apt,2022,1197,239,2,16,1
28495382,verified,brooklyn,flexible,entire home/apt,2022,1162,232,3,90,2
21479515,unconfirmed,manhattan,strict,private room,2005,723,145,1,8,3
20532321,verified,brooklyn,moderate,entire home/apt,2010,775,155,2,51,4
54679925,verified,manhattan,strict,entire home/apt,2010,1181,236,1,24,2
6988820,verified,manhattan,moderate,private room,2022,737,147,5,2,3
13928470,unconfirmed,brooklyn,flexible,private room,2007,390,78,6,0,1
40204142,verified,manhattan,moderate,entire home/apt,2011,496,99,2,31,3
29701053,unconfirmed,manhattan,strict,entire home/apt,2007,408,82,30,1,4
15004903,unconfirmed,brooklyn,strict,entire home/apt,2018,1134,227,3,2,2
34765092,unconfirmed,queens,strict,private room,2010,776,155,30,4,2
27848639,verified,queens,flexible,entire home/apt,2007,984,197,2,0,5
3595489,verified,manhattan,moderate,entire home/apt,2016,543,109,3,3,3
46861567,verified,brooklyn,moderate,private room,2009,1195,239,1,3,4
5439619,verified,brooklyn,strict,entire home/apt,2004,709,142,30,37,4
17072714,unconfirmed,brooklyn,flexible,entire home/apt,2020,178,36,2,13,3
15040250,verified,manhattan,flexible,entire home/apt,2020,833,167,1,0,2
38510238,unconfirmed,manhattan,flexible,private room,2021,774,155,10,294,5
40594066,unconfirmed,manhattan,strict,entire home/apt,2006,547,109,1,26,5
2655475,verified,manhattan,moderate,entire home/apt,2011,1076,215,2,26,1
7486443,unconfirmed,manhattan,strict,entire home/apt,2022,493,99,1,188,2
28049124,unconfirmed,manhattan,flexible,entire home/apt,2006,475,95,2,0,3
17056145,verified,brooklyn,moderate,entire home/apt,2013,62,12,4,40,5
28026480,unconfirmed,manhattan,flexible,private room,2018,962,192,24,0,3
18370066,verified,manhattan,flexible,entire home/apt,2012,615,123,3,26,3
32927590,unconfirmed,manhattan,moderate,entire home/apt,2013,792,158,3,12,2
45794523,unconfirmed,brooklyn,flexible,entire home/apt,2005,862,172,5,11,1
21356905,verified,brooklyn,strict,private room,2013,84,17,1,14,4
4352692,unconfirmed,brooklyn,moderate,entire home/apt,2021,1075,215,2,179,4
8372332,unconfirmed,manhattan,flexible,entire home/apt,2020,805,161,1,0,1
4809997,verified,manhattan,moderate,private room,2005,64,13,2,0,3
47475724,verified,manhattan,strict,entire home/apt,2020,330,66,5,2,4
52240416,unconfirmed,manhattan,moderate,entire home/apt,2015,568,114,3,0,3
49916890,unconfirmed,brooklyn,flexible,private room,2006,76,15,3,27,4
25865330,unconfirmed,manhattan,moderate,private room,2009,992,198,1,0,3
15167831,unconfirmed,manhattan,flexible,entire home/apt,2011,453,91,2,2,4
4532190,unconfirmed,manhattan,strict,entire home/apt,2003,317,63,3,31,5
56436792,unconfirmed,brooklyn,moderate,entire home/apt,2020,989,198,5,1,1
52774490,unconfirmed,manhattan,strict,entire home/apt,2004,1056,211,1,17,4
8560666,verified,brooklyn,strict,entire home/apt,2020,597,119,3,35,5
40193096,unconfirmed,queens,strict,entire home/apt,2013,132,26,4,3,2
48852056,verified,bronx,strict,entire home/apt,2016,366,73,1,0,1
14083114,unconfirmed,brooklyn,moderate,private room,2004,298,60,3,13,4
26076308,verified,manhattan,strict,private room,2013,510,102,2,1,2
43722846,verified,manhattan,moderate,entire home/apt,2008,1063,213,5,0,4
56841628,unconfirmed,brooklyn,strict,entire home/apt,2010,1061,212,30,36,2
36820200,unconfirmed,brooklyn,flexible,entire home/apt,2014,286,57,3,25,5
47342068,unconfirmed,brooklyn,moderate,entire home/apt,2013,1125,225,2,2,5
22153321,verified,manhattan,strict,entire home/apt,2012,242,48,10,4,4
18840074,verified,queens,moderate,private room,2017,1200,240,2,0,2
56198750,unconfirmed,manhattan,moderate,private room,2017,407,81,1,2,3
56801862,verified,brooklyn,strict,private room,2019,262,52,3,11,4
24093551,unconfirmed,brooklyn,flexible,private room,2012,79,16,1,0,3
1409486,verified,brooklyn,flexible,private room,2003,422,84,2,20,3
49053093,unconfirmed,manhattan,moderate,entire home/apt,2014,918,184,30,5,5
31496028,verified,brooklyn,strict,entire home/apt,2019,368,74,30,1,2
52939076,verified,manhattan,moderate,private room,2008,1165,233,2,0,3
5069026,unconfirmed,manhattan,strict,entire home/apt,2016,810,162,30,43,2
37226693,unconfirmed,brooklyn,moderate,entire home/apt,2021,970,194,1,1,5
15252885,verified,manhattan,flexible,private room,2008,493,99,3,92,2
36429172,unconfirmed,brooklyn,flexible,private room,2014,950,190,30,139,5
39839072,verified,queens,flexible,entire home/apt,2005,179,36,3,96,4
6499483,unconfirmed,brooklyn,flexible,entire home/apt,2013,1030,206,7,9,3
44861136,unconfirmed,brooklyn,moderate,entire home/apt,2017,1043,209,3,11,1
48333998,verified,brooklyn,moderate,entire home/apt,2017,1098,220,13,4,4
28136940,verified,brooklyn,moderate,private room,2006,808,162,1,0,2
52676181,verified,manhattan,moderate,entire home/apt,2006,566,113,5,54,3
23697000,verified,brooklyn,moderate,entire home/apt,2014,218,44,2,13,2
10469967,verified,brooklyn,flexible,entire home/apt,2009,752,150,1,182,1
24363074,unconfirmed,manhattan,flexible,private room,2008,1103,221,7,4,2
37039463,verified,queens,flexible,private room,2019,494,99,3,1,2
30912247,unconfirmed,manhattan,moderate,private room,2004,486,97,1,80,3
48879118,verified,manhattan,moderate,entire home/apt,2013,373,75,30,2,3
42173092,unconfirmed,bronx,flexible,private room,2017,980,196,2,0,3
21946761,unconfirmed,brooklyn,moderate,private room,2015,246,49,14,4,2
50811064,unconfirmed,manhattan,flexible,private room,2009,223,45,5,0,5
40958032,verified,brooklyn,moderate,entire home/apt,2014,827,165,7,0,3
12209712,verified,brooklyn,moderate,private room,2015,607,121,1,87,1
8570055,verified,brooklyn,flexible,private room,2013,913,183,1,105,3
7777505,verified,brooklyn,flexible,private room,2019,598,120,5,0,3
48261095,unconfirmed,manhattan,flexible,private room,2008,868,174,5,0,1
43775866,unconfirmed,staten island,moderate,private room,2005,185,37,3,6,5
6392889,unconfirmed,brooklyn,flexible,entire home/apt,2012,931,186,4,54,1
48074417,verified,manhattan,strict,private room,2013,348,70,1,32,4
40758099,unconfirmed,brooklyn,strict,private room,2017,273,55,7,2,2
20200941,unconfirmed,brooklyn,flexible,private room,2017,373,75,4,10,4
52591679,verified,queens,moderate,entire home/apt,2017,521,104,1,54,4
17696813,verified,brooklyn,flexible,private room,2014,850,170,1,0,2
25903991,verified,manhattan,flexible,private room,2014,242,48,1,0,3
28226965,unconfirmed,brooklyn,moderate,private room,2003,347,69,5,0,2
31689886,unconfirmed,brooklyn,strict,entire home/apt,2005,750,150,3,9,4
18578284,verified,manhattan,strict,private room,2011,1170,234,1,28,5
34459118,unconfirmed,manhattan,strict,private room,2012,665,133,28,4,3
7425690,verified,manhattan,strict,private room,2009,452,90,1,0,3
31557886,verified,manhattan,flexible,private room,2007,294,59,1,15,3
4102501,unconfirmed,brooklyn,strict,entire home/apt,2021,56,11,4,8,5
6449223,verified,brooklyn,moderate,entire home/apt,2017,954,191,2,172,1
8013889,unconfirmed,manhattan,strict,entire home/apt,2014,52,10,1,1,1
54405985,verified,queens,strict,private room,2014,1107,221,2,8,3
34116139,verified,brooklyn,flexible,entire home/apt,2008,456,91,3,1,5
30230709,verified,brooklyn,strict,entire home/apt,2022,599,120,4,9,4
25063942,unconfirmed,brooklyn,flexible,entire home/apt,2015,580,116,3,4,5
53944814,verified,manhattan,flexible,entire home/apt,2018,822,164,1,48,4
31410422,unconfirmed,queens,moderate,private room,2012,384,77,2,23,4
1875075,unconfirmed,brooklyn,strict,entire home/apt,2009,239,48,3,12,4
13615868,verified,brooklyn,flexible,private room,2014,122,24,1,5,1
47792192,unconfirmed,brooklyn,moderate,private room,2015,281,56,2,2,4
29134393,unconfirmed,queens,flexible,entire home/apt,2022,882,176,3,54,2
56954849,unconfirmed,manhattan,flexible,entire home/apt,2012,1138,228,3,51,1
45293587,unconfirmed,queens,flexible,private room,2014,1049,210,3,27,3
24376329,confirmed,manhattan,moderate,private room,2017,432,86,3,26,3
32227826,verified,brooklyn,strict,entire home/apt,2018,903,181,1,54,4
34524841,unconfirmed,manhattan,flexible,entire home/apt,2003,1157,231,30,7,5
24512195,verified,brooklyn,flexible,private room,2021,885,177,30,0,4
29834710,unconfirmed,brooklyn,flexible,private room,2004,855,171,7,19,3
15268350,unconfirmed,brooklyn,moderate,private room,2014,1098,220,2,0,3
25654903,unconfirmed,manhattan,flexible,entire home/apt,2014,700,140,3,0,3
56957611,verified,brooklyn,strict,entire home/apt,2008,923,185,1,68,2
35083769,unconfirmed,brooklyn,flexible,private room,2006,155,31,2,3,5
44502693,unconfirmed,brooklyn,moderate,entire home/apt,2014,1100,220,1,0,2
48986265,verified,manhattan,moderate,entire home/apt,2016,60,12,2,0,2
36293306,unconfirmed,manhattan,flexible,entire home/apt,2015,1087,217,30,5,4
33100460,unconfirmed,brooklyn,strict,entire home/apt,2021,53,11,30,113,4
20113125,unconfirmed,manhattan,moderate,entire home/apt,2018,151,30,15,0,2
52803210,unconfirmed,manhattan,moderate,entire home/apt,2005,620,124,7,7,2
3449130,verified,manhattan,strict,private room,2012,1112,222,2,58,4
33101564,verified,brooklyn,moderate,private room,2022,834,167,3,87,2
20076673,verified,manhattan,strict,entire home/apt,2010,109,22,30,0,5
7879680,unconfirmed,brooklyn,strict,private room,2019,509,102,1,6,2
11609362,unconfirmed,brooklyn,flexible,entire home/apt,2007,150,30,1,32,4
29465773,unconfirmed,bronx,moderate,private room,2016,1024,205,3,18,3
4020208,verified,brooklyn,flexible,entire home/apt,2004,299,60,5,1,5
31327024,verified,staten island,flexible,entire home/apt,2021,1194,239,2,240,2
12150616,unconfirmed,brooklyn,moderate,private room,2020,972,194,3,31,3
21318796,verified,brooklyn,strict,entire home/apt,2009,1179,236,1,32,3
5150766,unconfirmed,manhattan,strict,private room,2007,725,145,3,32,4
18447388,unconfirmed,queens,flexible,private room,2006,404,81,15,12,4
26661194,verified,staten island,moderate,private room,2021,122,24,2,0,5
16635844,verified,brooklyn,moderate,private room,2017,50,10,10,0,3
33244610,unconfirmed,queens,moderate,private room,2020,960,192,3,60,2
41643436,unconfirmed,brooklyn,moderate,shared room,2015,442,88,31,4,5
4847553,unconfirmed,brooklyn,moderate,private room,2008,185,37,1,49,4
38416900,verified,manhattan,strict,entire home/apt,2018,1161,232,30,83,5
19263688,unconfirmed,brooklyn,strict,private room,2014,639,128,1,25,5
32964594,verified,manhattan,flexible,private room,2009,422,84,14,66,3
39345316,unconfirmed,manhattan,moderate,entire home/apt,2011,556,111,30,66,1
17886252,unconfirmed,manhattan,moderate,entire home/apt,2003,822,164,31,1,3
52520985,unconfirmed,manhattan,flexible,private room,2013,447,89,4,1,3
23424164,unconfirmed,brooklyn,flexible,entire home/apt,2009,381,76,2,15,2
22371480,verified,manhattan,moderate,entire home/apt,2008,677,135,30,1,5
12913342,unconfirmed,manhattan,moderate,entire home/apt,2006,976,195,7,20,1
11942399,unconfirmed,brooklyn,strict,private room,2015,892,178,2,74,3
3608192,unconfirmed,manhattan,strict,entire home/apt,2016,536,107,2,85,4
45688481,unconfirmed,brooklyn,strict,private room,2016,157,31,3,23,2
12537226,verified,brooklyn,strict,private room,2017,903,181,2,1,4
15931110,verified,manhattan,strict,entire home/apt,2006,1155,231,3,1,5
4933160,unconfirmed,brooklyn,moderate,private room,2003,781,156,2,21,1
37654173,verified,manhattan,strict,entire home/apt,2018,657,131,30,1,3
35346112,unconfirmed,queens,flexible,entire home/apt,2006,822,164,1,2,5
29789421,unconfirmed,brooklyn,strict,entire home/apt,2008,891,178,3,2,3
17464294,unconfirmed,brooklyn,moderate,entire home/apt,2012,1151,230,6,0,5
56543386,unconfirmed,manhattan,moderate,entire home/apt,2006,1023,205,2,18,2
29501673,verified,brooklyn,moderate,entire home/apt,2004,1157,231,1,31,2
55635957,unconfirmed,queens,moderate,entire home/apt,2010,1057,211,1,11,3
20166698,unconfirmed,manhattan,flexible,private room,2006,866,173,2,0,5
54818553,unconfirmed,manhattan,flexible,entire home/apt,2015,924,185,29,3,5
37972850,unconfirmed,queens,moderate,entire home/apt,2003,860,172,30,2,5
35445526,unconfirmed,queens,strict,entire home/apt,2015,50,10,30,7,4
50414512,unconfirmed,brooklyn,moderate,private room,2016,345,69,20,3,4
30195914,verified,brooklyn,moderate,entire home/apt,2016,827,165,1,7,3
43209207,verified,manhattan,moderate,private room,2007,90,18,2,8,4
12970229,verified,brooklyn,flexible,private room,2005,375,75,2,53,2
14811045,verified,queens,moderate,entire home/apt,2008,442,88,2,24,2
45222892,unconfirmed,brooklyn,moderate,private room,2022,300,60,1,13,2
50362596,verified,manhattan,moderate,private room,2009,84,17,1,0,5
27637660,verified,manhattan,flexible,private room,2017,653,131,5,0,3
40550987,unconfirmed,brooklyn,moderate,entire home/apt,2012,66,13,6,0,5
49491067,verified,brooklyn,flexible,entire home/apt,2006,443,89,3,15,5
22419530,unconfirmed,manhattan,strict,entire home/apt,2014,899,180,30,0,4
15161203,verified,manhattan,strict,private room,2004,541,108,2,1,4
31715844,verified,queens,strict,private room,2006,367,73,30,2,4
16764530,verified,manhattan,flexible,entire home/apt,2003,834,167,2,10,4
41629076,unconfirmed,bronx,strict,entire home/apt,2020,185,37,2,8,4
54394386,verified,bronx,flexible,private room,2009,85,17,2,0,3
33382133,unconfirmed,staten island,moderate,private room,2013,576,115,1,4,4
36239181,unconfirmed,manhattan,strict,private room,2013,919,184,5,2,4
43959230,unconfirmed,manhattan,moderate,entire home/apt,2019,1160,232,30,1,3
16727526,unconfirmed,manhattan,strict,private room,2011,900,180,2,9,4
45551511,unconfirmed,brooklyn,moderate,private room,2005,546,109,7,1,4
1482389,verified,manhattan,moderate,entire home/apt,2004,772,154,30,18,5
36528586,unconfirmed,brooklyn,moderate,private room,2015,852,170,3,24,5
43427365,verified,manhattan,strict,entire home/apt,2015,1095,219,3,2,4
32121232,unconfirmed,manhattan,moderate,private room,2017,388,78,5,429,2
48325714,unconfirmed,queens,strict,entire home/apt,2022,1103,221,2,27,4
12703468,verified,queens,flexible,private room,2010,620,124,1,392,3
1834204,verified,staten island,strict,private room,2009,130,26,2,48,1
2617366,unconfirmed,manhattan,flexible,entire home/apt,2004,559,112,30,128,4
26273479,verified,bronx,flexible,private room,2004,359,72,1,5,5
52172483,verified,manhattan,strict,private room,2019,406,81,1,14,3
48712876,unconfirmed,manhattan,flexible,entire home/apt,2020,315,63,1,7,3
36072938,unconfirmed,brooklyn,strict,private room,2018,1177,235,30,10,2
20136874,verified,manhattan,moderate,entire home/apt,2022,304,61,1,8,4
45111328,verified,brooklyn,moderate,entire home/apt,2021,418,84,30,1,5
54956628,unconfirmed,brooklyn,moderate,entire home/apt,2003,137,27,2,18,5
51585941,verified,brooklyn,flexible,entire home/apt,2003,502,100,2,4,3
1233854,verified,manhattan,flexible,entire home/apt,2008,874,175,1,68,5
55140544,unconfirmed,brooklyn,strict,private room,2018,1139,228,3,9,4
38969752,verified,manhattan,flexible,private room,2011,712,142,3,6,4
50551483,verified,brooklyn,strict,private room,2011,489,98,2,0,4
28658863,unconfirmed,queens,strict,entire home/apt,2022,461,92,3,31,5
26237028,unconfirmed,queens,strict,private room,2006,519,104,1,0,2
50866294,verified,manhattan,strict,private room,2014,677,135,2,2,4
34880523,verified,manhattan,moderate,private room,2008,836,167,30,7,4
32858552,verified,brooklyn,moderate,entire home/apt,2022,942,188,1,8,2
1808246,verified,manhattan,strict,entire home/apt,2004,981,196,3,10,5
25143474,unconfirmed,manhattan,flexible,private room,2013,609,122,30,1,5
51537891,verified,queens,flexible,private room,2016,427,85,4,40,4
55144962,verified,brooklyn,strict,private room,2013,1125,225,1,18,3
8702055,verified,brooklyn,flexible,private room,2021,558,112,4,1,1
28297659,unconfirmed,manhattan,strict,private room,2010,422,84,3,0,4
35274313,verified,brooklyn,moderate,private room,2017,159,32,1,221,5
30639411,unconfirmed,brooklyn,moderate,private room,2021,689,138,1,48,2
10539005,verified,brooklyn,flexible,private room,2011,217,43,1,5,1
53215778,unconfirmed,brooklyn,strict,private room,2009,684,137,2,52,5
52577872,verified,brooklyn,strict,private room,2006,168,34,2,5,3
23994137,verified,bronx,moderate,private room,2009,948,190,30,0,2
19649746,unconfirmed,queens,flexible,private room,2004,690,138,1,25,3
3922451,unconfirmed,manhattan,moderate,entire home/apt,2019,179,36,4,7,5
5709694,verified,brooklyn,moderate,private room,2018,207,41,4,87,1
30141789,unconfirmed,brooklyn,flexible,private room,2013,634,127,2,130,4
41418650,unconfirmed,brooklyn,strict,private room,2017,267,53,1,133,4
40909982,verified,brooklyn,moderate,entire home/apt,2012,803,161,3,3,1
1747493,verified,manhattan,moderate,entire home/apt,2008,649,130,7,12,5
21224353,verified,brooklyn,flexible,entire home/apt,2015,1117,223,3,2,2
26829093,unconfirmed,manhattan,moderate,entire home/apt,2015,344,69,4,0,5
23751678,unconfirmed,brooklyn,strict,private room,2021,128,26,2,11,2
21628084,unconfirmed,brooklyn,moderate,private room,2010,947,189,15,0,4
42005193,unconfirmed,brooklyn,flexible,entire home/apt,2014,1054,211,28,0,2
19468039,unconfirmed,brooklyn,strict,private room,2022,939,188,2,8,3
36072386,verified,queens,strict,private room,2014,525,105,1,115,3
12010332,unconfirmed,queens,flexible,private room,2005,745,149,1,47,1
29665154,verified,manhattan,flexible,private room,2011,244,49,2,87,4
37086409,verified,brooklyn,flexible,entire home/apt,2011,117,23,30,3,5
42938580,unconfirmed,queens,moderate,private room,2016,269,54,1,54,2
7927730,verified,brooklyn,strict,private room,2019,191,38,2,5,5
21822494,unconfirmed,brooklyn,moderate,entire home/apt,2005,892,178,2,29,3
35900068,unconfirmed,queens,flexible,private room,2017,97,19,2,65,5
54644026,verified,brooklyn,flexible,entire home/apt,2014,400,80,6,2,3
40455439,verified,manhattan,moderate,private room,2016,626,125,2,4,5
33680927,unconfirmed,brooklyn,moderate,entire home/apt,2008,666,133,5,2,2
20361108,unconfirmed,manhattan,moderate,shared room,2016,485,97,2,35,4
19586783,unconfirmed,brooklyn,flexible,private room,2021,547,109,4,47,2
35447182,unconfirmed,manhattan,flexible,private room,2010,668,134,2,18,2
37624901,unconfirmed,manhattan,flexible,entire home/apt,2022,624,125,4,9,2
32390754,verified,queens,strict,entire home/apt,2007,285,57,5,48,2
22008067,verified,brooklyn,flexible,entire home/apt,2017,550,110,3,16,2
26206651,unconfirmed,manhattan,flexible,entire home/apt,2009,337,67,2,2,2
47567958,unconfirmed,brooklyn,strict,private room,2022,386,77,5,0,1
32566386,unconfirmed,queens,strict,entire home/apt,2017,961,192,1,9,4
38667644,unconfirmed,brooklyn,flexible,private room,2004,185,37,30,3,3
50324488,verified,brooklyn,flexible,entire home/apt,2022,1036,207,1,13,4
46371124,verified,brooklyn,flexible,private room,2018,456,91,3,6,2
41400424,verified,manhattan,flexible,entire home/apt,2004,722,144,180,0,3
50418931,unconfirmed,manhattan,flexible,private room,2019,464,93,3,8,5
55052176,unconfirmed,queens,flexible,private room,2017,469,94,2,0,3
7322410,verified,manhattan,strict,entire home/apt,2020,670,134,1,7,5
35537207,verified,queens,moderate,private room,2009,943,189,3,9,5
48965277,unconfirmed,manhattan,moderate,entire home/apt,2004,426,85,30,0,2
39842386,verified,manhattan,moderate,entire home/apt,2021,757,151,3,17,3
5764371,unconfirmed,brooklyn,strict,entire home/apt,2017,784,157,2,16,2
48199789,verified,brooklyn,flexible,entire home/apt,2006,374,75,2,7,4
38163946,unconfirmed,manhattan,strict,entire home/apt,2015,782,156,30,1,4
23541804,verified,queens,strict,private room,2007,279,56,4,0,2
8527528,unconfirmed,manhattan,moderate,entire home/apt,2008,1118,224,3,22,5
8663946,unconfirmed,queens,strict,private room,2017,367,73,1,5,5
3999220,verified,brooklyn,flexible,private room,2009,1031,206,2,12,1
34702130,unconfirmed,manhattan,moderate,private room,2007,506,101,3,4,3
32166520,unconfirmed,bronx,strict,private room,2005,591,118,1,30,4
6064270,verified,manhattan,flexible,private room,2006,271,54,1,0,4
16786622,unconfirmed,manhattan,moderate,entire home/apt,2006,343,69,4,2,2
11687236,verified,brooklyn,flexible,entire home/apt,2004,957,191,2,129,2
30259981,verified,brooklyn,moderate,entire home/apt,2006,292,58,2,12,2
8973234,unconfirmed,brooklyn,strict,private room,2010,868,174,2,1,1
13713625,unconfirmed,brooklyn,moderate,entire home/apt,2021,708,142,2,73,1
10100479,unconfirmed,brooklyn,moderate,private room,2007,487,97,2,0,2
33119790,verified,queens,strict,entire home/apt,2013,187,37,7,84,4
37818206,unconfirmed,manhattan,flexible,entire home/apt,2007,382,76,3,21,3
23857719,unconfirmed,manhattan,strict,entire home/apt,2004,524,105,2,7,5
51054076,unconfirmed,manhattan,strict,entire home/apt,2010,241,48,3,15,1
54963808,unconfirmed,brooklyn,moderate,private room,2017,378,191.3333333,31,1,2
30136266,verified,brooklyn,strict,entire home/apt,2019,380,76,7,50,4
37888348,verified,brooklyn,flexible,private room,2015,1192,238,30,1,3
37641470,unconfirmed,manhattan,moderate,entire home/apt,2019,1019,204,3,123,4
7715095,verified,brooklyn,moderate,entire home/apt,2009,172,34,3,128,1
30081588,unconfirmed,manhattan,strict,shared room,2014,817,163,1,1,5
42405610,unconfirmed,manhattan,flexible,entire home/apt,2005,1015,203,2,3,2
32311223,verified,queens,strict,private room,2022,441,88,2,42,2
41180056,unconfirmed,brooklyn,moderate,private room,2008,129,26,7,0,1
44485572,verified,manhattan,flexible,entire home/apt,2010,200,40,2,64,1
22201372,unconfirmed,manhattan,strict,entire home/apt,2021,1046,209,1,1,4
47704929,unconfirmed,manhattan,moderate,private room,2018,502,100,28,2,3
5711903,unconfirmed,manhattan,flexible,entire home/apt,2003,1136,227,30,0,4
35137342,unconfirmed,queens,flexible,entire home/apt,2017,682,136,1,3,3
1532649,unconfirmed,brooklyn,strict,entire home/apt,2018,1187,237,30,3,2
35064439,verified,manhattan,flexible,private room,2015,182,36,6,1,3
16971091,unconfirmed,brooklyn,moderate,private room,2014,259,52,2,23,5
46821249,unconfirmed,manhattan,flexible,entire home/apt,2016,1063,213,1,0,5
46028698,verified,manhattan,strict,entire home/apt,2008,369,74,2,3,4
9606722,unconfirmed,brooklyn,flexible,private room,2013,1186,237,1,1,4
19660792,unconfirmed,manhattan,moderate,private room,2013,594,119,4,37,2
1669619,verified,brooklyn,strict,entire home/apt,2012,231,46,30,5,4
3626970,unconfirmed,manhattan,flexible,entire home/apt,2009,181,36,7,4,2
52813704,unconfirmed,brooklyn,moderate,private room,2020,891,178,1,54,2
22006410,verified,manhattan,strict,entire home/apt,2014,1100,220,3,0,4
1612732,verified,manhattan,moderate,entire home/apt,2006,350,70,1,230,1
47371339,unconfirmed,manhattan,flexible,entire home/apt,2006,527,105,30,6,5
45388030,verified,brooklyn,strict,entire home/apt,2010,113,23,3,96,2
21079098,unconfirmed,brooklyn,strict,private room,2004,1161,232,1,2,4
8767226,unconfirmed,queens,flexible,private room,2022,121,24,1,64,1
54957180,verified,brooklyn,flexible,entire home/apt,2007,739,148,2,2,3
55532677,verified,manhattan,flexible,private room,2006,1044,209,2,1,4
8165772,verified,manhattan,strict,private room,2008,1065,213,15,0,2
24809884,verified,manhattan,strict,private room,2012,360,72,3,3,3
41815754,verified,manhattan,flexible,entire home/apt,2018,899,180,3,20,3
10812946,unconfirmed,manhattan,strict,entire home/apt,2003,659,132,1,0,4
8243094,verified,brooklyn,moderate,entire home/apt,2005,607,121,2,20,4
11560207,verified,brooklyn,moderate,private room,2012,178,36,2,106,3
46967608,unconfirmed,brooklyn,flexible,entire home/apt,2004,983,197,1,3,4
2235727,verified,brooklyn,flexible,entire home/apt,2003,361,72,4,112,2
24460279,verified,manhattan,strict,private room,2021,188,38,1,18,3
55588459,verified,manhattan,strict,entire home/apt,2003,292,58,30,0,3
32358169,verified,brooklyn,strict,entire home/apt,2008,661,132,30,37,2
13877106,verified,manhattan,moderate,entire home/apt,2019,52,10,30,2,3
41812440,unconfirmed,manhattan,moderate,private room,2008,604,121,1,23,3
26741278,verified,manhattan,moderate,entire home/apt,2016,759,152,1,1,3
38721769,unconfirmed,manhattan,strict,private room,2018,88,18,1,41,4
46201016,unconfirmed,brooklyn,moderate,entire home/apt,2009,77,15,2,69,2
12707887,unconfirmed,brooklyn,strict,private room,2011,690,138,30,5,5
52730859,unconfirmed,manhattan,flexible,entire home/apt,2017,209,42,2,1,3
47995991,unconfirmed,brooklyn,flexible,entire home/apt,2017,405,81,5,93,1
12176022,unconfirmed,queens,strict,entire home/apt,2014,544,109,30,0,5
34491151,unconfirmed,brooklyn,moderate,private room,2020,206,41,1,55,3
27173728,unconfirmed,queens,strict,private room,2021,573,115,1,3,3
41248542,unconfirmed,manhattan,strict,shared room,2021,1177,235,1,104,1
40807806,unconfirmed,manhattan,strict,private room,2013,168,34,3,4,1
16028314,verified,queens,flexible,entire home/apt,2004,70,14,1,45,3
35553224,unconfirmed,queens,flexible,entire home/apt,2017,913,183,7,21,5
49786547,verified,manhattan,flexible,entire home/apt,2009,971,194,2,3,1
56698030,unconfirmed,manhattan,strict,entire home/apt,2009,149,30,5,1,1
10212043,verified,brooklyn,flexible,private room,2018,184,37,1,84,5
45983410,verified,brooklyn,flexible,private room,2019,1165,233,2,0,4
31736279,verified,brooklyn,strict,entire home/apt,2019,960,192,10,220,4
27719953,unconfirmed,manhattan,moderate,entire home/apt,2005,785,157,8,0,3
15760449,verified,brooklyn,moderate,private room,2014,619,124,1,0,2
44905872,unconfirmed,brooklyn,moderate,private room,2013,616,123,4,2,4
17402989,verified,queens,flexible,entire home/apt,2022,1086,217,1,44,2
49841777,verified,manhattan,flexible,entire home/apt,2021,672,134,3,0,5
19972841,verified,manhattan,strict,entire home/apt,2022,316,63,3,9,2
51093841,unconfirmed,brooklyn,moderate,private room,2012,837,167,1,0,4
15863177,verified,manhattan,moderate,entire home/apt,2015,338,68,4,2,2
38717351,unconfirmed,manhattan,moderate,private room,2011,73,15,30,40,3
15694725,unconfirmed,queens,moderate,private room,2020,114,23,30,8,3
20233527,verified,queens,flexible,private room,2015,321,64,1,65,3
3329281,verified,manhattan,strict,private room,2004,492,98,2,267,4
16047645,unconfirmed,brooklyn,moderate,entire home/apt,2012,308,62,3,32,2
14569690,verified,manhattan,moderate,entire home/apt,2016,934,187,30,1,2
1761301,verified,manhattan,moderate,entire home/apt,2005,875,175,7,149,1
